,administrative_district,american_indian_alaskan_native_expulsions,american_indian_alaskan_native_principal,american_indian_alaskan_native_removals,american_indian_alaskan_native_superintendent,asian_expulsions,asian_principal,asian_removals,asian_superintendent,black_expulsions,black_principal,black_removals,black_superintendent,dbn,hispanic_expulsions,hispanic_principal,hispanic_removals,hispanic_superintendent,location_category,location_name,multi_racial_expulsions,multi_racial_principal,multi_racial_removals,multi_racial_superintendent,unknown_expulsions,unknown_principal,unknown_removals,unknown_superintendent,white_expulsions,white_principal,white_removals,white_superintendent
425,8,*,*,*,*,*,*,*,*,*,*,*,*,08X562,*,*,*,*,Junior High-Intermediate-Middle,Blueprint Middle School,*,*,*,*,*,*,*,*,*,*,*,*
426,9,*,*,*,*,*,*,*,*,*,*,*,*,09X004,*,*,*,*,K-8,P.S./M.S. 004 Crotona Park West,*,*,*,*,*,*,*,*,*,*,*,*
427,9,*,*,*,*,*,*,*,*,*,*,*,*,09X011,*,*,*,*,Elementary,P.S. 011 Highbridge,*,*,*,*,*,*,*,*,*,*,*,*
428,9,*,*,*,*,*,*,*,*,*,*,*,12,09X022,*,*,*,10,Junior High-Intermediate-Middle,J.H.S. 022 Jordan L. Mott,*,*,*,*,*,*,*,*,*,*,*,*
429,9,*,*,*,*,*,*,*,*,*,*,*,*,09X028,*,*,*,*,Elementary,P.S. 028 Mount Hope,*,*,*,*,*,*,*,*,*,*,*,*
430,9,*,*,*,*,*,*,*,*,*,*,*,*,09X035,*,*,*,*,Elementary,P.S. 035 Franz Siegel,*,*,*,*,*,*,*,*,*,*,*,*
431,9,*,*,*,*,*,*,*,*,*,*,7,*,09X042,*,*,*,*,Elementary,P.S. 042 Claremont,*,*,*,*,*,*,*,*,*,*,*,*
432,9,*,*,*,*,*,*,*,*,*,*,*,*,09X053,*,*,*,*,Elementary,P.S. 053 Basheer Quisim,*,*,*,*,*,*,*,*,*,*,*,*
433,9,*,*,*,*,*,*,*,*,*,*,*,*,09X055,*,*,*,*,Elementary,P.S. 055 Benjamin Franklin,*,*,*,*,*,*,*,*,*,*,*,*
434,9,*,*,*,*,*,*,*,*,*,*,*,*,09X058,*,*,*,*,Elementary,P.S. 058,*,*,*,*,*,*,*,*,*,*,*,*
435,9,*,*,*,*,*,*,*,*,*,*,*,*,09X063,*,*,*,*,Elementary,P.S. 063 Author's Academy,*,*,*,*,*,*,*,*,*,*,*,*
436,9,*,*,*,*,*,*,*,*,*,*,*,*,09X064,*,*,*,*,Elementary,P.S. 064 Pura Belpre,*,*,*,*,*,*,*,*,*,*,*,*
437,9,*,*,*,*,*,*,*,*,*,9,24,*,09X070,*,*,22,*,Elementary,P.S. 070 Max Schoenfeld,*,*,*,*,*,*,*,*,*,*,*,*
438,9,*,*,*,*,*,*,*,*,*,*,7,*,09X073,*,8,9,*,Elementary,P.S. 073 Bronx,*,*,*,*,*,*,*,*,*,*,*,*
439,9,*,*,*,*,*,*,*,*,*,*,*,*,09X088,*,*,*,*,Elementary,P.S. X088 - S. Silverstein Little Sparrow School,*,*,*,*,*,*,*,*,*,*,*,*
440,9,*,*,*,*,*,*,*,*,*,*,*,*,09X109,*,*,9,*,Elementary,P.S. 109 Sedgwick,*,*,*,*,*,*,*,*,*,*,*,*
441,9,*,*,*,*,*,*,*,*,*,*,*,*,09X110,*,*,*,*,Elementary,P.S. 110 Theodore Schoenfeld,*,*,*,*,*,*,*,*,*,*,*,*
442,9,*,*,*,*,*,*,*,*,*,*,*,*,09X114,*,*,*,*,Elementary,P.S. X114 - Luis Llorens Torres Schools,*,*,*,*,*,*,*,*,*,*,*,*
443,9,*,*,*,*,*,*,*,*,*,8,*,*,09X117,*,15,6,11,Junior High-Intermediate-Middle,I.S. 117 Joseph H. Wade,*,*,*,*,*,*,*,*,*,*,*,*
444,9,*,*,*,*,*,*,*,*,*,*,6,*,09X126,*,*,8,*,Elementary,P.S. 126 Dr Marjorie H Dunbar,*,*,*,*,*,*,*,*,*,*,*,*
445,9,*,*,*,*,*,*,*,*,*,*,*,*,09X128,*,*,*,*,Junior High-Intermediate-Middle,Mott Hall III,*,*,*,*,*,*,*,*,*,*,*,*
446,9,*,*,*,*,*,*,*,*,*,*,*,*,09X132,*,*,*,*,Elementary,P.S. 132 Garret A. Morgan,*,*,*,*,*,*,*,*,*,*,*,*
447,9,*,*,*,*,*,*,*,*,*,*,*,*,09X145,*,*,*,*,Junior High-Intermediate-Middle,J.H.S. 145 Arturo Toscanini,*,*,*,*,*,*,*,*,*,*,*,*
448,9,*,*,*,*,*,*,*,*,*,*,*,*,09X163,*,*,*,*,Elementary,P.S. 163 Arthur A. Schomburg,*,*,*,*,*,*,*,*,*,*,*,*
449,9,*,*,*,*,*,*,*,*,*,*,*,*,09X170,*,*,*,*,Early Childhood,P.S. 170,*,*,*,*,*,*,*,*,*,*,*,*
450,9,*,*,*,*,*,*,*,*,*,*,*,*,09X199,*,*,*,*,Elementary,P.S. 199X - The Shakespeare School,*,*,*,*,*,*,*,*,*,*,*,*
451,9,*,*,*,*,*,*,*,*,*,*,*,*,09X204,*,*,*,*,Elementary,P.S. 204 Morris Heights,*,*,*,*,*,*,*,*,*,*,*,*
452,9,*,*,*,*,*,*,*,*,*,15,*,*,09X215,*,9,*,*,Junior High-Intermediate-Middle,Kappa,*,*,*,*,*,*,*,*,*,*,*,*
453,9,*,*,*,*,*,*,*,*,*,*,*,*,09X218,*,11,*,*,K-8,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,*,*,*,*,*,*,*,*,*,*,*,*
454,9,*,*,*,*,*,*,*,*,*,8,*,8,09X219,*,6,*,7,Junior High-Intermediate-Middle,I.S. 219 New Venture School,*,*,*,*,*,*,*,*,*,*,*,*
455,9,*,*,*,*,*,*,*,*,*,*,*,*,09X227,*,*,*,*,High school,Bronx Collegiate Academy,*,*,*,*,*,*,*,*,*,*,*,*
456,9,*,*,*,*,*,*,*,*,*,*,*,*,09X229,*,6,9,*,Junior High-Intermediate-Middle,I.S. 229 Roland Patterson,*,*,*,*,*,*,*,*,*,*,*,*
457,9,*,*,*,*,*,*,*,*,*,*,*,*,09X230,*,*,*,*,Elementary,P.S. 230 Dr Roland N. Patterson,*,*,*,*,*,*,*,*,*,*,*,*
458,10,*,*,*,*,*,*,*,*,*,*,*,*,10X007,*,*,*,*,Elementary,Milton Fein School,*,*,*,*,*,*,*,*,*,*,*,*
459,9,*,*,*,*,*,*,*,*,*,9,*,8,09X231,*,*,*,*,Secondary School,Eagle Academy for Young Men,*,*,*,*,*,*,*,*,*,*,*,*
460,9,*,*,*,*,*,*,*,*,*,*,*,*,09X232,*,9,*,13,Junior High-Intermediate-Middle,I.S. 232,*,*,*,*,*,*,*,*,*,*,*,*
461,9,*,*,*,*,*,*,*,*,*,*,*,*,09X236,*,*,*,*,Elementary,P.S. 236 Langston Hughes,*,*,*,*,*,*,*,*,*,*,*,*
462,9,*,*,*,*,*,*,*,*,*,7,*,*,09X241,*,6,*,*,Secondary School,Urban Assembly School for Applied Math and Science,*,*,*,*,*,*,*,*,*,*,*,*
463,9,*,*,*,*,*,*,*,*,*,*,*,12,09X250,*,*,*,6,High school,Eximius College Preparatory Academy: A College Boa,*,*,*,*,*,*,*,*,*,*,*,*
464,9,*,*,*,*,*,*,*,*,*,23,*,6,09X252,*,49,*,13,High school,Mott Hall Bronx High School,*,*,*,*,*,*,*,*,*,*,*,*
465,9,*,*,*,*,*,*,*,*,*,*,*,*,09X260,*,*,*,*,High school,Bronx Center for Science and Mathematics,*,*,*,*,*,*,*,*,*,*,*,*
466,9,*,*,*,*,*,*,*,*,*,17,*,7,09X263,*,12,*,11,High school,Validus Preparatory Academy: An Expeditionary Lear,*,*,*,*,*,*,*,*,*,*,*,*
467,9,*,*,*,*,*,*,*,*,*,*,*,*,09X274,*,*,*,*,Elementary,The New American Academy at Roberto Clemente State,*,*,*,*,*,*,*,*,*,*,*,*
468,9,*,*,*,*,*,*,*,*,*,13,*,6,09X276,*,*,*,*,High school,Leadership Institute,*,*,*,*,*,*,*,*,*,*,*,*
469,9,*,*,*,*,*,*,*,*,*,*,*,*,09X294,*,*,*,*,Elementary,The Walton Avenue School,*,*,*,*,*,*,*,*,*,*,*,*
470,9,*,*,*,*,*,*,*,*,*,7,*,*,09X297,*,12,*,6,High school,Morris Academy for Collaborative Studies,*,*,*,*,*,*,*,*,*,*,*,*
471,9,*,*,*,*,*,*,*,*,*,*,*,*,09X303,*,*,*,*,Junior High-Intermediate-Middle,I.S. X303 Leadership & Community Service,*,*,*,*,*,*,*,*,*,*,*,*
472,9,*,*,*,*,*,*,*,*,*,*,*,*,09X311,*,*,*,*,Elementary,Lucero Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
473,9,*,*,*,*,*,*,*,*,*,*,*,*,09X313,*,*,*,*,Junior High-Intermediate-Middle,I.S. 313 School of Leadership Development,*,*,*,*,*,*,*,*,*,*,*,*
474,9,*,*,*,*,*,*,*,*,*,11,*,12,09X323,*,8,*,11,Junior High-Intermediate-Middle,Bronx Writing Academy,*,*,*,*,*,*,*,*,*,*,*,*
475,9,*,*,*,*,*,*,*,*,*,23,20,7,09X324,*,28,28,10,Secondary School,Bronx Early College Academy for Teaching & Learnin,*,*,*,*,*,*,*,*,*,*,*,*
476,9,*,*,*,*,*,*,*,*,*,*,*,*,09X325,*,7,*,*,Junior High-Intermediate-Middle,Urban Science Academy,*,*,*,*,*,*,*,*,*,*,*,*
477,9,*,*,*,*,*,*,*,*,*,25,*,8,09X327,*,57,7,24,Secondary School,Comprehensive Model School Project M.S. 327,*,*,*,*,*,*,*,*,*,*,*,*
478,9,*,*,*,*,*,*,*,*,*,12,*,10,09X328,*,8,*,*,Junior High-Intermediate-Middle,New Millennium Business Academy Middle School,*,*,*,*,*,*,*,*,*,*,*,*
479,9,*,*,*,*,*,*,*,*,*,12,*,*,09X329,*,*,*,*,High school,DreamYard Preparatory School,*,*,*,*,*,*,*,*,*,*,*,*
480,9,*,*,*,*,*,*,*,*,*,*,*,7,09X339,*,6,*,14,Junior High-Intermediate-Middle,I.S. 339,*,*,*,*,*,*,*,*,*,*,*,*
481,9,*,*,*,*,*,*,*,*,*,7,*,*,09X350,*,7,*,*,Secondary School,New Directions Secondary School,*,*,*,*,*,*,*,*,*,*,*,*
482,9,*,*,*,*,*,*,*,*,*,9,*,*,09X361,*,13,*,*,Junior High-Intermediate-Middle,The Highbridge Green School,*,*,*,*,*,*,*,*,*,*,*,*
483,9,*,*,*,*,*,*,*,*,*,*,*,*,09X365,*,*,*,*,High school,Academy for Language and Technology,*,*,*,*,*,*,*,*,*,*,*,*
484,9,*,*,*,*,*,*,*,*,*,*,*,*,09X403,*,13,*,*,High school,Bronx International High School,*,*,*,*,*,*,*,*,*,*,*,*
485,9,*,*,*,*,*,*,*,*,*,*,*,*,09X404,*,*,*,*,High school,School for Excellence,*,*,*,*,*,*,*,*,*,*,*,*
486,9,*,*,*,*,*,*,*,*,*,12,*,*,09X412,*,14,*,*,High school,Bronx High School of Business,*,*,*,*,*,*,*,*,*,*,*,*
487,9,*,*,*,*,*,*,*,*,*,13,*,*,09X413,*,13,*,*,Secondary School,Bronx High School for Medical Science,*,*,*,*,*,*,*,*,*,*,*,*
488,9,*,*,*,*,*,*,*,*,*,*,*,*,09X414,*,*,*,*,High school,Jonathan Levin High School for Media and Communica,*,*,*,*,*,*,*,*,*,*,*,*
489,9,*,*,*,*,*,*,*,*,*,*,*,*,09X443,*,*,*,*,Elementary,The Family School,*,*,*,*,*,*,*,*,*,*,*,*
490,9,*,*,*,*,*,*,*,*,*,*,*,*,09X444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
491,9,*,*,*,*,*,*,*,*,*,*,*,*,09X449,*,*,*,*,Elementary,Grant Avenue Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
492,9,*,*,*,*,*,*,*,*,*,*,*,*,09X454,*,*,*,*,Junior High-Intermediate-Middle,Science and Technology Academy: A Mott Hall School,*,*,*,*,*,*,*,*,*,*,*,*
493,9,*,*,*,*,*,*,*,*,*,*,*,*,09X457,*,*,*,*,Elementary,Sheridan Academy for Young Leaders,*,*,*,*,*,*,*,*,*,*,*,*
494,9,*,*,*,*,*,*,*,*,*,*,*,*,09X505,*,*,*,*,Secondary School,"Bronx School for Law, Government and Justice",*,*,*,*,*,*,*,*,*,*,*,*
495,9,*,*,*,*,*,*,*,*,*,*,*,10,09X517,*,*,*,*,High school,Frederick Douglass Academy III Secondary School,*,*,*,*,*,*,*,*,*,*,*,*
496,9,*,*,*,*,*,*,*,*,*,*,*,*,09X525,*,*,*,*,High school,Bronx Leadership Academy High School,*,*,*,*,*,*,*,*,*,*,*,*
497,9,*,*,*,*,*,*,*,*,*,*,*,*,09X543,*,*,*,*,High school,High School for Violin and Dance,*,*,*,*,*,*,*,*,*,*,*,*
498,9,*,*,*,*,*,*,*,*,*,*,*,*,09X555,*,*,*,*,Elementary,Mount Eden Children's Academy,*,*,*,*,*,*,*,*,*,*,*,*
499,9,*,*,*,*,*,*,*,*,*,7,*,*,09X564,*,16,*,*,High school,Claremont International HS,*,*,*,*,*,*,*,*,*,*,*,*
500,9,*,*,*,*,*,*,*,*,*,*,*,*,09X568,*,*,*,*,Secondary School,Young Women's Leadership School of the Bronx,*,*,*,*,*,*,*,*,*,*,*,*
501,9,*,*,*,*,*,*,*,*,*,*,*,*,09X582,*,*,*,*,District Pre-K Center,Garden of Learning and Discovery Pre-K Center,*,*,*,*,*,*,*,*,*,*,*,*
502,10,*,*,*,*,*,*,*,*,*,*,19,*,10X003,*,*,9,*,K-8,P.S. 3 Raul Julia Micro Society,*,*,*,*,*,*,*,*,*,*,*,*
503,10,*,*,*,*,*,*,*,*,*,*,*,*,10X008,*,*,17,*,Elementary,P.S. 008 Isaac Varian,*,*,*,*,*,*,*,*,*,*,*,*
504,10,*,*,*,*,*,*,*,*,*,*,*,*,10X009,*,14,*,*,Elementary,P.S. 9 Ryer Avenue Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
505,10,*,*,*,*,*,*,*,*,*,*,*,*,10X015,*,*,*,*,K-8,P.S. X015 Institute for Environmental Learning,*,*,*,*,*,*,*,*,*,*,*,*
506,10,*,*,*,*,*,*,*,*,*,*,*,*,10X020,*,18,*,*,K-8,"P.S./M.S. 20 P.O.George J. Werdann, III",*,*,*,*,*,*,*,*,*,*,*,*
507,10,*,*,*,*,*,*,*,*,*,*,*,*,10X023,*,*,*,*,Elementary,P.S. 023 The New Children's School,*,*,*,*,*,*,*,*,*,*,*,*
508,10,*,*,*,*,*,*,*,*,*,*,*,*,10X024,*,*,*,*,Elementary,P.S. 024 Spuyten Duyvil,*,*,*,*,*,*,*,*,*,*,*,*
509,10,*,*,*,*,*,*,*,*,*,*,*,*,10X032,*,*,7,*,Elementary,P.S. 032 Belmont,*,*,*,*,*,*,*,*,*,*,*,*
510,10,*,*,*,*,*,*,*,*,*,*,*,*,10X033,*,*,*,*,Elementary,P.S. 033 Timothy Dwight,*,*,*,*,*,*,*,*,*,*,*,*
511,10,*,*,*,*,*,*,*,*,*,11,9,*,10X037,*,6,9,*,K-8,P.S. X037 - Multiple Intelligence School,*,*,*,*,*,*,*,*,*,*,*,*
512,10,*,*,*,*,*,*,*,*,*,14,22,19,10X045,*,22,27,28,Junior High-Intermediate-Middle,Thomas C. Giordano Middle School 45,*,*,*,*,*,*,*,*,*,*,*,*
513,10,*,*,*,*,*,*,*,*,*,*,16,*,10X046,*,*,20,*,Elementary,P.S. 046 Edgar Allan Poe,*,*,*,*,*,*,*,*,*,*,*,*
514,10,*,*,*,*,*,*,*,*,*,*,*,*,10X051,*,*,*,*,Elementary,P.S. 051 Bronx New School,*,*,*,*,*,*,*,*,*,*,*,*
515,10,*,*,*,*,*,*,*,*,*,*,*,*,10X054,*,*,*,*,Elementary,P.S./I.S. 54,*,*,*,*,*,*,*,*,*,*,*,*
516,10,*,*,*,*,*,*,*,*,*,*,6,*,10X056,*,*,15,*,Elementary,P.S. 056 Norwood Heights,*,*,*,*,*,*,*,*,*,*,*,*
517,10,*,*,*,*,*,*,*,*,*,*,*,*,10X059,*,*,*,*,Elementary,P.S. 059 The Community School of Technology,*,*,*,*,*,*,*,*,*,*,*,*
518,10,*,*,*,*,*,*,*,*,*,*,*,*,10X077,*,*,*,*,Elementary,Bedford Park Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
519,10,*,*,*,*,*,*,*,*,*,*,*,*,10X080,*,*,*,19,Junior High-Intermediate-Middle,J.H.S. 080 The Mosholu Parkway,*,*,*,*,*,*,*,*,*,*,*,*
520,10,*,*,*,*,*,*,*,*,*,*,*,*,10X081,*,*,*,*,Elementary,P.S. 081 Robert J. Christen,*,*,*,*,*,*,*,*,*,*,*,*
521,10,*,*,*,*,*,*,*,*,*,*,14,*,10X085,*,*,7,*,Elementary,P.S. 085 Great Expectations,*,*,*,*,*,*,*,*,*,*,*,*
522,10,*,*,*,*,*,*,*,*,*,*,*,*,10X086,*,*,*,*,Elementary,P.S. 086 Kingsbridge Heights,*,*,*,*,*,*,*,*,*,*,*,*
523,10,*,*,*,*,*,*,*,*,*,*,*,*,10X091,*,*,6,*,Elementary,P.S. 091 Bronx,*,*,*,*,*,*,*,*,*,*,*,*
524,10,*,*,*,*,*,*,*,*,*,*,7,*,10X094,*,*,21,*,Elementary,P.S. 094 Kings College School,*,*,*,*,*,*,*,*,*,*,*,*
525,10,*,*,*,*,*,*,*,*,*,*,13,*,10X095,*,14,25,18,K-8,P.S. 095 Sheila Mencher,*,*,*,*,*,*,*,*,*,*,*,*
526,10,*,*,*,*,*,*,*,*,*,60,18,16,10X118,*,113,47,33,Junior High-Intermediate-Middle,J.H.S. 118 William W. Niles,*,*,*,*,*,*,*,*,*,*,*,*
527,10,*,*,*,*,*,*,*,*,*,*,*,*,10X141,*,27,*,*,Secondary School,Riverdale / Kingsbridge Academy (Middle School / H,*,*,*,*,*,*,*,*,*,16,*,*
528,10,*,*,*,*,*,*,*,*,*,*,*,*,10X159,*,*,*,*,Elementary,P.S. 159 Luis Munoz Marin Biling,*,*,*,*,*,*,*,*,*,*,*,*
529,10,*,*,*,*,*,*,*,*,*,6,6,*,10X205,*,7,8,*,Elementary,P.S. 205 Fiorello Laguardia,*,*,*,*,*,*,*,*,*,*,*,*
530,10,*,*,*,*,*,*,*,*,*,*,11,*,10X206,*,7,25,19,Junior High-Intermediate-Middle,I.S. 206 Ann Mersereau,*,*,*,*,*,*,*,*,*,*,*,*
531,10,*,*,*,*,*,*,*,*,*,*,*,*,10X207,*,*,*,*,Early Childhood,P.S. 207,*,*,*,*,*,*,*,*,*,*,*,*
532,10,*,*,*,*,*,*,*,*,*,*,*,*,10X209,*,*,*,*,Early Childhood,P.S. 209,*,*,*,*,*,*,*,*,*,*,*,*
533,10,*,*,*,*,*,*,*,*,*,*,*,*,10X213,*,*,*,*,High school,Bronx Engineering and Technology Academy,*,*,*,*,*,*,*,*,*,*,*,*
534,10,*,*,*,*,*,*,*,*,*,38,9,13,10X225,*,77,13,9,Secondary School,Theatre Arts Production Company School,*,*,*,*,*,*,*,*,*,*,*,*
535,10,*,*,*,*,*,*,*,*,*,*,*,*,10X226,*,*,*,*,Elementary,P.S. 226,*,*,*,*,*,*,*,*,*,*,*,*
536,10,*,*,*,*,*,*,*,*,*,*,*,*,10X228,*,21,6,*,Junior High-Intermediate-Middle,Jonas Bronck Academy,*,*,*,*,*,*,*,*,*,*,*,*
537,10,*,*,*,*,*,*,*,*,*,7,*,*,10X237,*,17,*,*,High school,"The Marie Curie School for Medicine, Nursing, and",*,*,*,*,*,*,*,*,*,*,*,*
538,10,*,*,*,*,*,*,*,*,*,*,*,*,10X243,*,10,*,*,Secondary School,West Bronx Academy for the Future,*,*,*,*,*,*,*,*,*,6,*,*
539,10,*,*,*,*,*,*,*,*,*,7,*,*,10X244,*,41,25,19,Junior High-Intermediate-Middle,The New School for Leadership and Journalism,*,*,*,*,*,*,*,*,*,*,*,*
540,10,*,*,*,*,*,*,*,*,*,*,*,*,10X246,*,*,*,*,Elementary,P.S. 246 Poe Center,*,*,*,*,*,*,*,*,*,*,*,*
541,10,*,*,*,*,*,*,*,*,*,6,*,*,10X254,*,7,*,9,Junior High-Intermediate-Middle,I.S. 254,*,*,*,*,*,*,*,*,*,*,*,*
542,10,*,*,*,*,*,9,12,*,*,15,6,*,10X264,*,29,13,*,High school,Bronx Academy for Software Engineering (BASE),*,*,*,*,*,*,*,*,*,*,*,*
543,10,*,*,*,*,*,*,*,*,*,*,*,*,10X268,*,*,*,6,High school,Kingsbridge International High School,*,*,*,*,*,*,*,*,*,*,*,*
544,10,*,*,*,*,*,*,*,*,*,10,21,*,10X279,*,16,67,*,K-8,"P.S. 279 Captain Manuel Rivera, Jr.",*,*,*,*,*,*,*,*,*,*,*,*
545,10,*,*,*,*,*,*,*,*,*,*,*,*,10X280,*,12,*,*,K-8,P.S./M.S. 280 Mosholu Parkway,*,*,*,*,*,*,*,*,*,*,*,*
546,10,*,*,*,*,*,*,*,*,*,*,*,*,10X284,*,*,*,8,High school,Bronx School of Law and Finance,*,*,*,*,*,*,*,*,*,*,*,*
547,10,*,*,*,*,*,*,*,*,*,*,*,*,10X291,*,*,*,*,Elementary,P.S. 291,*,*,*,*,*,*,*,*,*,*,*,*
548,10,*,*,*,*,*,*,*,*,*,*,*,*,10X306,*,*,*,*,Elementary,P.S. 306,*,*,*,*,*,*,*,*,*,*,*,*
549,10,*,*,*,*,*,*,*,*,*,*,*,*,10X307,*,*,*,*,Elementary,Luisa Pineiro Fuentes School of Science and Discov,*,*,*,*,*,*,*,*,*,*,*,*
550,10,*,*,*,*,*,*,*,*,*,*,8,*,10X308,*,11,7,8,Junior High-Intermediate-Middle,Bronx Dance Academy School,*,*,*,*,*,*,*,*,*,*,*,*
551,10,*,*,*,*,*,*,*,*,*,*,*,*,10X310,*,*,*,*,Elementary,P.S. 310 Marble Hill,*,*,*,*,*,*,*,*,*,*,*,*
552,10,*,*,*,*,*,*,*,*,*,*,*,*,10X315,*,*,*,*,K-8,P.S. 315 Lab School,*,*,*,*,*,*,*,*,*,*,*,*
553,10,*,*,*,*,*,*,*,*,*,*,*,*,10X319,*,*,*,*,High school,Providing Urban Learners Success In Education High,*,*,*,*,*,*,*,*,*,*,*,*
554,10,*,*,*,*,*,*,*,*,*,10,*,*,10X331,*,16,*,6,Junior High-Intermediate-Middle,The Bronx School of Young Leaders,*,*,*,*,*,*,*,*,*,*,*,*
555,10,*,*,*,*,*,*,*,*,*,*,*,*,10X340,*,11,14,*,Elementary,P.S. 340,*,*,*,*,*,*,*,*,*,*,*,*
556,10,*,*,*,*,*,*,*,*,*,*,*,*,10X342,*,59,6,*,Secondary School,International School for Liberal Arts,*,*,*,*,*,*,*,*,*,*,*,*
557,10,*,*,*,*,*,*,*,*,*,*,*,*,10X344,*,*,*,*,Elementary,Ampark Neighborhood,*,*,*,*,*,*,*,*,*,*,7,*
558,10,*,*,*,*,*,*,*,*,*,*,*,*,10X351,*,*,*,*,High school,Bronx Collaborative High School,*,*,*,*,*,*,*,*,*,*,*,*
559,10,*,*,*,*,*,*,*,*,*,20,9,*,10X353,*,13,16,*,High school,World View High School,*,*,*,*,*,*,*,*,*,*,*,*
560,10,*,*,*,*,*,*,*,*,*,*,*,*,10X360,*,*,*,*,Elementary,P.S. 360,*,*,*,*,*,*,*,*,*,*,*,*
561,10,*,*,*,*,*,*,*,*,*,*,*,*,10X363,*,7,*,16,Junior High-Intermediate-Middle,Academy For Personal Leadership And Excellence,*,*,*,*,*,*,*,*,*,*,*,*
562,10,*,*,*,*,*,*,*,*,*,13,*,*,10X368,*,34,16,8,Secondary School,In-Tech Academy (M.S. / High School 368),*,*,*,*,*,*,*,*,*,*,*,*
563,10,*,*,*,*,*,*,*,*,*,9,*,*,10X374,*,6,*,*,High school,Knowledge and Power Preparatory Academy Internatio,*,*,*,*,*,*,*,*,*,*,*,*
564,10,*,*,*,*,*,*,*,*,*,*,*,*,10X382,*,*,*,*,Elementary,"Elementary School for Math, Science, and Technolog",*,*,*,*,*,*,*,*,*,*,*,*
565,10,*,*,*,*,*,*,*,*,*,*,*,*,10X386,*,6,*,*,Elementary,School for Environmental Citizenship,*,*,*,*,*,*,*,*,*,*,*,*
566,10,*,*,*,*,*,*,*,*,*,*,*,*,10X390,*,8,*,18,Junior High-Intermediate-Middle,M.S. 390,*,*,*,*,*,*,*,*,*,*,*,*
567,10,*,*,*,*,*,*,*,*,*,*,*,14,10X391,*,*,*,17,Junior High-Intermediate-Middle,The Angelo Patri Middle School,*,*,*,*,*,*,*,*,*,*,*,*
568,10,*,*,*,*,*,*,*,*,*,*,*,*,10X396,*,*,*,*,Elementary,P.S. 396,*,*,*,*,*,*,*,*,*,*,*,*
569,10,*,*,*,*,*,*,*,*,*,*,*,*,10X397,*,18,*,*,High school,English Language Learners and International Suppor,*,*,*,*,*,*,*,*,*,*,*,*
570,10,*,*,*,*,*,*,*,*,*,12,*,7,10X433,*,15,8,15,High school,High School for Teaching and the Professions,*,*,*,*,*,*,*,*,*,*,*,*
571,10,*,*,*,*,*,*,*,*,*,6,*,*,10X434,*,7,*,*,High school,Belmont Preparatory High School,*,*,*,*,*,*,*,*,*,*,*,*
572,10,*,*,*,*,*,*,*,*,*,*,*,*,10X437,*,*,*,*,High school,Fordham High School for the Arts,*,*,*,*,*,*,*,*,*,*,*,*
573,10,*,*,*,*,*,*,*,*,*,28,11,*,10X438,*,37,7,8,High school,Fordham Leadership Academy for Business and Techno,*,*,*,*,*,*,*,*,*,*,*,*
574,10,*,*,*,*,*,*,*,*,*,8,*,*,10X439,*,27,*,*,High school,Bronx High School for Law and Community Service,*,*,*,*,*,*,*,*,*,*,*,*
575,10,*,*,*,*,*,*,*,*,*,27,*,22,10X440,*,24,*,10,High school,DeWitt Clinton High School,*,*,*,*,*,*,*,*,*,*,*,*
576,10,*,*,*,*,*,*,*,*,*,6,*,*,10X442,*,13,*,*,High school,"Celia Cruz Bronx High School of Music, The",*,*,*,*,*,*,*,*,*,*,*,*
577,10,*,*,*,*,*,*,*,*,*,*,*,*,10X444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
578,10,*,*,*,*,*,13,*,*,*,*,*,*,10X445,*,*,*,*,High school,Bronx High School of Science,*,*,*,*,*,*,*,*,*,*,*,*
579,10,*,*,*,*,*,*,*,*,*,*,*,*,10X447,*,*,*,*,Junior High-Intermediate-Middle,Creston Academy,*,*,*,*,*,*,*,*,*,*,*,*
580,10,*,*,*,*,*,*,*,*,*,*,*,*,10X459,*,*,14,*,Junior High-Intermediate-Middle,East Fordham Academy for the Arts,*,*,*,*,*,*,*,*,*,*,*,*
581,10,*,*,*,*,*,*,*,*,*,8,*,*,10X477,*,13,*,*,High school,Marble Hill High School for International Studies,*,*,*,*,*,*,*,*,*,*,*,*
582,10,*,*,*,*,*,*,*,*,*,*,*,*,10X503,*,*,*,*,High school,Walton Yabc,*,*,*,*,*,*,*,*,*,*,*,*
583,10,*,*,*,*,*,*,*,*,*,*,*,*,10X504,*,*,*,*,High school,Kennedy Yabc,*,*,*,*,*,*,*,*,*,*,*,*
584,10,*,*,*,*,*,*,*,*,*,6,*,*,10X524,*,20,*,*,High school,Crotona International High School,*,*,*,*,*,*,*,*,*,*,*,*
585,10,*,*,*,*,*,*,*,*,*,*,*,*,10X535,*,*,*,*,District Pre-K Center,Rose Hill Pre-K Center,*,*,*,*,*,*,*,*,*,*,*,*
